,a,b,c,d
0,-0.5910234855405638,16,90.29652693609277,'molly'
1,0.6265411382040267,13,89.35737314116602,'dolly'
2,-0.12108615020472602,23,95.63628712842645,'molly'
3,0.691376941926952,19,95.36078380669596,'molly'
4,-0.4030124906491905,5,96.24452638261904,'dolly'
5,-0.623850094501893,42,89.84435556458624,'dolly'
6,0.6386181476534369,41,94.61216287450569,'dolly'
7,-1.7050708417782525,27,86.52547100148696,'dolly'
8,-0.8053148153734069,37,92.97830715086553,'molly'
9,0.30509089478322543,18,86.33509437655181,'dolly'
10,0.8650996370177766,25,92.22763764450323,'molly'
11,-0.9233555373526259,15,90.54649678957774,'dolly'
12,1.1702619903209603,19,88.57609423002522,'dolly'
13,-0.1663544551999537,15,85.11790892096124,'molly'
14,1.059809679017759,39,86.72214461773095,'dolly'
15,-1.6516072534660857,13,93.73085358382522,'molly'
16,0.933042650476585,14,92.0454403548856,'dolly'
17,0.5311339788189648,40,94.23532937111689,'molly'
18,1.3709225115201646,35,93.11466189074896,'dolly'
19,0.32783286938632106,25,86.31421654294203,'dolly'
20,-0.10635688241360254,4,87.52742026067678,'dolly'
21,1.0763340921695195,4,85.78629350019693,'dolly'
22,1.1916360429535282,47,85.35470821596911,'molly'
23,0.15907375748751384,15,90.17157052743741,'dolly'
24,0.012920283800294042,10,93.21305765905367,'dolly'
25,0.038770441416506415,43,92.74184003185096,'dolly'
26,-1.5992575207511206,49,82.25595455511544,'molly'
27,-0.2549414904860101,43,82.67028092884935,'molly'
28,-1.0130183458320134,48,93.55889629588546,'molly'
29,0.3188023017431364,10,85.24002229722777,'dolly'
30,-0.727475271530044,36,88.36055562411455,'dolly'
31,-1.9195027597547336,14,94.81755849004132,'molly'
32,-1.0907330587159494,24,81.46206946448197,'molly'
33,-0.715580486052714,9,98.42354262660186,'dolly'
34,0.9541546215358784,0,88.3523633583136,'molly'
35,-1.1277419600553544,43,88.4178133583282,'molly'
36,-1.0224375106674037,21,90.40253206956338,'dolly'
37,0.07659499888170929,23,95.73161863498872,'molly'
38,-0.0560392638933559,23,89.91433521796444,'dolly'
39,0.20008916956821846,45,90.55162117400471,'dolly'
40,1.1693665115121898,14,89.37628923270455,'dolly'
41,-1.0763284199112872,15,91.78480315867841,'dolly'
42,-0.5446615565212252,45,87.84799158151048,'dolly'
43,-0.7911036120907248,42,92.82360809721438,'dolly'
44,-0.020798496703183716,10,92.20285586731558,'molly'
45,1.6742157974493135,4,82.88906580212098,'molly'
46,-0.7298799831542188,9,88.13182166751612,'molly'
47,1.609677118516177,0,92.51953471196673,'dolly'
48,0.4378058412190417,2,89.59431602868717,'molly'
49,-0.050987244435243384,6,98.09049843111451,'dolly'
50,-1.6834795699852598,22,87.14681589362155,'dolly'
51,-0.5940186329209168,38,98.79662643636057,'molly'
52,-0.7595209325899988,40,88.77580774682251,'molly'
53,0.12091743425741133,6,88.2965511434661,'molly'
54,0.11824528373329966,15,95.74088741207255,'molly'
55,0.11301108336723029,15,97.55654454184786,'dolly'
56,-1.3438433885862533,16,93.7400737740983,'dolly'
57,0.3732471848516373,32,88.3695948648489,'molly'
58,-1.2645821862219562,2,91.51111105467619,'dolly'
59,1.9098817591310961,34,94.685108080435,'molly'
60,1.3649841906620148,3,91.30747675731682,'molly'
61,0.033238678173746074,48,95.87512189022569,'dolly'
62,0.980010571068156,23,87.65242719476034,'dolly'
63,0.5388679190250378,1,87.11670653873445,'molly'
64,1.406016070110916,48,87.98279688212962,'dolly'
65,0.36850519043392693,41,92.9391720179184,'dolly'
66,1.1250358021138358,18,86.11895669144111,'dolly'
67,-1.0451796489239162,20,87.62772551122846,'molly'
68,0.011498820929606902,25,88.78003783467267,'dolly'
69,0.1238982637315341,43,93.24368853067267,'dolly'
70,0.8560559433673129,33,95.05145456442341,'molly'
71,-0.19129270545194535,42,88.02477736620978,'molly'
72,0.8166083125896795,27,90.28083749726916,'dolly'
73,-1.0316209591138426,45,82.93255155604233,'dolly'
74,-1.6939745491028178,19,90.67141435465221,'dolly'
75,1.032511843914703,41,90.13878862365631,'dolly'
76,0.2545872646516629,44,90.07601805863344,'molly'
77,0.48898147802195113,22,89.41045944251489,'molly'
78,1.6208741186572027,48,90.48464336222918,'molly'
79,-0.554383689588055,45,89.17876412616536,'molly'
80,-1.0682775122585444,23,89.39545929749077,'dolly'
81,-0.23261536257878684,50,95.18239104896772,'dolly'
82,0.520657410386704,46,88.83764657857338,'dolly'
83,-1.050023319636901,2,84.50697840102583,'molly'
84,0.7642847608522156,39,93.49242210894651,'dolly'
85,-1.2740816530294556,47,86.38043678995342,'dolly'
86,-0.9235358573349374,35,89.41954646527917,'molly'
87,0.03749229318257101,34,97.96074919070782,'dolly'
88,-0.9587627674190884,25,98.73082621417417,'molly'
89,-0.6116572380267093,42,87.67927784722171,'molly'
90,-0.8247368861493534,2,88.13527344904692,'dolly'
91,1.12063699652424,19,81.18869319784368,'molly'
92,0.3228773237313145,16,86.86342971695242,'molly'
93,0.3498316123868986,34,97.22977064362135,'dolly'
94,-1.7282409799822258,33,101.23723797096409,'molly'
95,-0.12454924388222871,28,86.15314287101928,'molly'
96,-0.751946108639563,16,99.24408080547664,'dolly'
97,-0.48346096321260507,36,85.05662953666544,'dolly'
98,-0.05301111875016749,22,94.19995665390616,'molly'
99,-1.107411841290033,14,87.18128740126514,'dolly'
100,-1.461525843120828,50,90.20111883560183,'molly'
101,0.07880179578492459,15,91.65975843134055,'molly'
102,-0.030655556341774755,48,93.21285271463637,'dolly'
103,0.7045136671839061,47,90.50475637748197,'dolly'
104,1.4724711206144632,20,94.9261717725102,'dolly'
105,-0.7048829115759455,3,94.73538839412055,'molly'
106,-0.4784318039337969,10,90.1348288216691,'molly'
107,1.25933227258325,20,91.05801686718748,'dolly'
108,0.09064365912541206,7,87.74423371060685,'dolly'
109,0.18005477486088944,11,86.15347571696954,'dolly'
110,-0.08304420954905015,10,81.8993796533476,'molly'
111,-0.774962539674637,44,89.80607442879219,'dolly'
112,-0.2360852768162284,2,86.7031322958841,'molly'
113,-2.1038147249991823,40,88.52058548492037,'molly'
114,-1.5023561166864048,24,91.4839769225097,'molly'
115,-0.44575202030542194,21,97.3577746370705,'molly'
116,-1.0471861366739121,20,86.34591823574638,'molly'
117,0.6420889072127909,5,90.31297009957706,'molly'
118,-1.7625602102444815,38,97.41267865545952,'molly'
119,-1.1133887233140098,31,87.14936072949456,'dolly'
120,0.39377845522647764,3,93.1974591143886,'dolly'
121,-1.864205464854491,11,90.97388054409643,'molly'
122,0.31115499638359023,26,91.98945868096612,'molly'
123,-0.6577131722261123,0,90.87472166759265,'molly'
124,-0.12572439487131432,41,87.3049881803826,'molly'
125,-1.678716826345163,0,89.17247666062576,'dolly'
126,-0.6764654575063106,38,97.2999208288574,'molly'
127,-1.0593454438837107,44,93.95931585558415,'molly'
128,-0.9425058988208292,5,92.4003643003602,'molly'
129,0.14816158323291603,42,96.67239062384085,'molly'
130,0.7216132568829866,24,86.75861904170202,'molly'
131,0.02421511533227092,39,90.48430395753404,'dolly'
132,-0.3623405476554039,1,88.33974371121343,'dolly'
133,0.8467951004299413,13,96.2881433606404,'molly'
134,1.5609047609415665,23,87.90422420492115,'dolly'
135,1.243683043314286,16,92.96283787207139,'molly'
136,0.10248032188093897,32,83.18767941144338,'dolly'
137,-0.42893787932872235,26,88.70842293596712,'molly'
138,0.783589214056215,2,89.64728852812122,'molly'
139,0.07241064338786687,41,88.87358000921786,'dolly'
140,1.3750336429424128,10,90.18061059582227,'dolly'
141,0.8772417084145625,2,92.34582800704948,'molly'
142,1.512390864412079,45,87.69004830676148,'molly'
143,1.6819167401021367,17,94.84329060754223,'dolly'
144,1.2897068267603038,32,88.77063518437964,'molly'
145,-1.8087977923134246,34,92.0577535487927,'dolly'
146,0.7224544000828529,46,90.05001196556837,'molly'
147,0.5140323920918709,0,94.87908750203165,'dolly'
148,0.29782108868796353,44,87.16087510651327,'dolly'
149,-1.2874052743248472,23,90.5001448892406,'dolly'
150,-0.12912259800552595,9,87.10222729757035,'dolly'
151,0.3158561591469887,31,94.63580813163263,'dolly'
152,-0.8494434063999559,4,91.33419666550628,'dolly'
153,-1.1686328196713094,1,87.89549230148091,'molly'
154,0.11701208247403799,4,85.11684142817403,'molly'
155,0.5093803218782084,49,88.79147011662353,'dolly'
156,2.441790261171734,34,90.02086893673619,'molly'
157,-0.3702840895337104,42,87.83189577055921,'dolly'
158,-0.8075944259662735,23,86.77399966944348,'dolly'
159,1.4667537762050966,2,88.06499804540044,'dolly'
160,-2.1940433584357186,17,88.5505390710356,'molly'
161,0.3988855073908019,7,91.61187765172086,'molly'
162,1.2971125075164112,41,91.35313636358224,'dolly'
163,-0.9500634064438342,36,85.37571817450767,'molly'
164,0.5791705785690402,15,90.08138983281601,'dolly'
165,-0.9011465288009848,36,85.67867326590056,'dolly'
166,0.8482256564622805,3,92.34377961800325,'molly'
167,-0.653033089457766,29,100.43629993941933,'dolly'
168,-0.9723550772030048,30,87.57437088282809,'molly'
169,0.40006659024047947,16,91.72617237621732,'molly'
170,-0.25093014580924966,6,83.18797586344866,'dolly'
171,-0.4939363335710399,38,87.94623155978996,'molly'
172,0.6855211583643586,41,93.24907978636804,'dolly'
173,-0.012216608944988785,10,88.67575287102308,'molly'
174,-0.8704128391311285,10,88.49758403599225,'molly'
175,0.07520271500497958,45,87.47814701541509,'molly'
176,0.2293599855561554,32,89.79391685313301,'dolly'
177,-1.3293648314013695,48,95.0231112884259,'dolly'
178,1.3029674850676083,48,89.83565196723,'molly'
